@RELATION svm1
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {laugh,no-laugh}

@DATA
0.141101,0.020591,3.078537,0.229145,0.203753,1.108357,0.008499,0.233100,-25.099140,1.038018,-0.640648,-0.348169,-0.194827,0.028307,-0.210248,-0.232825,-0.068440,-0.295342,-0.239431,0.023570,-0.009269,0.010024,0.007442,0.015888,0.013676,0.019351,0.016180,0.011911,0.004164,0.010427,0.008921,0.012246,0.007305,0.016896,0.105959,0.017544,0.303930,0.093858,0.027882,0.692096,0.007398,0.179971,1.792009,0.740665,0.557897,0.480470,0.456174,0.437469,0.325190,0.351311,0.387887,0.354606,0.454428,0.367303,0.350085,0.011848,0.011786,0.019166,0.015778,0.026399,0.024948,0.018179,0.005868,0.018329,0.012048,0.015620,0.009759,0.011242,laugh
0.088690,0.007070,3.117221,0.138950,0.142012,0.861470,0.009280,0.138950,-26.844570,0.744234,-0.873783,-0.270449,-0.633118,-0.109207,0.049198,-0.117476,0.092411,-0.137090,-0.042450,0.031115,-0.061601,0.011288,0.009595,0.013554,0.010284,0.011594,0.016048,0.009986,0.004675,0.009195,0.011965,0.008509,0.009383,0.012978,0.031534,0.007041,0.199085,0.028540,0.023437,0.340160,0.004589,0.059841,1.715258,0.587152,0.504381,0.359942,0.321771,0.319745,0.285447,0.275474,0.283924,0.267055,0.249694,0.239296,0.242211,0.012144,0.012095,0.019170,0.012920,0.011389,0.018064,0.011949,0.006908,0.009862,0.012374,0.007907,0.011222,0.007107,laugh
0.082580,0.015603,3.187950,0.160763,0.174513,0.830458,0.008433,0.132725,-24.238961,0.735219,-0.871402,-0.382130,-0.277157,0.105500,-0.104083,-0.269903,-0.013592,-0.131855,-0.171781,0.031017,-0.178657,0.011730,0.008025,0.012771,0.012088,0.011008,0.012876,0.010829,0.006806,0.015699,0.014312,0.013938,0.010475,0.015263,0.033680,0.010001,0.147500,0.033827,0.022354,0.365831,0.004992,0.066035,0.970622,0.628437,0.425999,0.358460,0.351929,0.325046,0.305581,0.315348,0.301782,0.305235,0.368977,0.326713,0.267410,0.013112,0.010904,0.012603,0.017459,0.015835,0.017648,0.011272,0.008390,0.020595,0.019012,0.014613,0.013233,0.008094,laugh
0.067980,0.016226,3.001420,0.129793,0.156578,0.553402,0.014083,0.095062,-28.170899,2.029111,-0.271991,-0.135152,-0.468140,0.149142,0.008535,-0.068994,-0.038265,-0.050211,-0.023682,-0.007913,-0.001208,0.012806,0.006142,0.022266,0.016329,0.024100,0.014582,0.022109,0.004367,0.010041,0.019593,0.021645,0.006501,0.018831,0.033100,0.018716,0.290479,0.035519,0.029997,0.389212,0.009483,0.060234,2.621832,0.732868,0.701423,0.405344,0.392825,0.289713,0.271658,0.234811,0.267837,0.255869,0.236479,0.243641,0.235093,0.011351,0.008048,0.019481,0.018347,0.023863,0.021100,0.022053,0.010430,0.013047,0.018318,0.020629,0.007304,0.009412,laugh
0.062949,0.032538,3.035263,0.143207,0.177530,0.457524,0.019775,0.102606,-25.883223,2.468005,-0.182037,0.109592,0.094697,0.071935,-0.100728,-0.075383,-0.173695,-0.194542,-0.249868,-0.054701,-0.166278,0.029367,0.006002,0.032258,0.020173,0.020087,0.013602,0.025625,0.002903,0.006025,0.024035,0.027857,0.007272,0.029040,0.055118,0.030395,0.407741,0.067291,0.037608,0.551236,0.016742,0.114686,2.179870,1.106700,0.940992,0.571491,0.424542,0.370495,0.310989,0.310209,0.322569,0.285794,0.314368,0.310504,0.340684,0.039263,0.011415,0.038512,0.026252,0.025427,0.025550,0.031069,0.005228,0.009810,0.031391,0.033578,0.013462,0.016489,laugh
0.078377,0.014528,2.996131,0.145566,0.166878,0.593378,0.012600,0.112287,-29.898207,2.310871,0.066891,-0.083988,-0.411827,0.217134,0.001592,0.034327,0.038266,-0.064295,0.022831,0.032159,0.018840,0.015363,0.008454,0.023459,0.015368,0.022954,0.016028,0.027877,0.003256,0.009151,0.021464,0.022912,0.009725,0.019849,0.050542,0.019424,0.396313,0.048041,0.028813,0.451567,0.009100,0.087312,3.044640,0.746993,0.713223,0.424665,0.478409,0.288382,0.295266,0.241618,0.238672,0.242054,0.221392,0.210862,0.217022,0.016498,0.015120,0.020288,0.016753,0.019500,0.020517,0.024118,0.004949,0.012544,0.018218,0.021439,0.015859,0.008973,laugh
0.107899,0.010848,3.151341,0.188699,0.190779,0.956045,0.006860,0.167938,-24.857739,0.836841,-0.896440,-0.288801,-0.360230,0.208542,-0.148049,-0.281380,-0.084923,-0.154026,-0.194714,0.059685,-0.194447,0.011645,0.007956,0.010392,0.008596,0.012515,0.011667,0.012852,0.006959,0.012724,0.010605,0.015756,0.011122,0.013115,0.058450,0.007582,0.169592,0.053538,0.024551,0.401940,0.003640,0.089235,1.161063,0.491808,0.415147,0.352158,0.371013,0.305351,0.260233,0.265670,0.255742,0.272525,0.263379,0.304239,0.242167,0.012309,0.010531,0.009249,0.008529,0.015014,0.012460,0.016053,0.009093,0.015561,0.010809,0.015734,0.015905,0.007940,laugh
0.089884,0.039741,3.030601,0.165058,0.183994,0.566705,0.016557,0.129638,-25.226151,2.042278,-0.266985,-0.008304,0.057028,0.099877,-0.128951,-0.199193,-0.223862,-0.180456,-0.314277,-0.078475,-0.157404,0.020308,0.006053,0.034211,0.021505,0.022457,0.017500,0.021402,0.005391,0.007218,0.017818,0.020798,0.005295,0.026095,0.083049,0.035622,0.427788,0.080819,0.036370,0.605288,0.012225,0.139037,2.020364,1.040691,0.917640,0.602845,0.377449,0.405504,0.312558,0.285074,0.327473,0.302547,0.299080,0.340602,0.317316,0.027192,0.011178,0.039025,0.034558,0.031124,0.027754,0.028828,0.009297,0.010848,0.027582,0.025494,0.008860,0.015147,laugh
0.065775,0.015314,2.908536,0.127669,0.159590,0.453234,0.019829,0.089806,-27.509270,2.500592,-0.156455,-0.213531,-0.746285,0.087228,-0.137662,-0.030293,0.005391,0.015362,0.013375,0.063217,-0.002880,0.013414,0.007067,0.017969,0.015561,0.022155,0.017849,0.020020,0.003589,0.011300,0.026274,0.023533,0.013028,0.022004,0.052647,0.019123,0.434540,0.052864,0.033302,0.496214,0.013584,0.090560,2.605901,0.920512,0.765309,0.417652,0.470744,0.393868,0.372365,0.306553,0.309944,0.310185,0.275050,0.251918,0.264932,0.018269,0.011923,0.021541,0.017882,0.026205,0.026635,0.024086,0.007581,0.016796,0.034489,0.029134,0.020056,0.011844,laugh
0.070738,0.013262,2.906411,0.133176,0.157513,0.563810,0.012619,0.106262,-28.546637,2.151987,-0.330475,-0.023533,-0.562368,0.208936,0.011850,0.018059,0.013366,-0.043122,-0.018110,0.004321,0.018404,0.017600,0.010285,0.021583,0.015230,0.023691,0.017299,0.021784,0.004723,0.009540,0.018052,0.017940,0.009132,0.018938,0.041343,0.019039,0.443208,0.044891,0.030277,0.456617,0.008970,0.076821,3.265759,0.837680,0.842667,0.399489,0.470207,0.380463,0.304699,0.258772,0.291925,0.235279,0.197273,0.214292,0.234058,0.019504,0.014558,0.020794,0.017680,0.026891,0.023381,0.019007,0.007303,0.011935,0.018829,0.017301,0.010738,0.011129,laugh
0.116685,0.010343,2.979399,0.195906,0.196053,0.814487,0.011141,0.186544,-26.861572,1.721600,-0.376700,0.015343,-0.321997,0.278422,-0.025538,-0.061882,-0.047249,0.033308,-0.150308,0.035443,-0.089427,0.011093,0.005928,0.021888,0.014997,0.024394,0.014519,0.021161,0.005224,0.008961,0.013314,0.014987,0.007101,0.018605,0.119942,0.016004,0.355083,0.112299,0.039617,0.722546,0.007596,0.194238,2.332552,0.877041,0.962926,0.399893,0.484022,0.411430,0.342410,0.308493,0.268911,0.247399,0.252182,0.238946,0.246703,0.014166,0.008309,0.023396,0.019029,0.028364,0.020091,0.021995,0.009053,0.012900,0.014337,0.017044,0.010680,0.011891,laugh
0.094700,0.010102,2.899032,0.159197,0.167395,0.743655,0.011705,0.147606,-26.718469,1.659384,-0.224339,-0.403466,-0.505851,0.013750,0.016810,-0.160745,0.009208,-0.094093,-0.067444,-0.018628,-0.083246,0.014997,0.009585,0.014954,0.017125,0.017067,0.014935,0.016315,0.004092,0.010247,0.016779,0.014152,0.009837,0.017847,0.079542,0.012996,0.470220,0.073800,0.033035,0.610044,0.008003,0.134095,2.298474,0.685471,0.760255,0.462139,0.489497,0.354956,0.341220,0.283935,0.312322,0.285984,0.297833,0.281056,0.253374,0.020977,0.013882,0.017287,0.021538,0.020280,0.020455,0.019629,0.006627,0.013755,0.022844,0.016110,0.013325,0.011387,laugh
0.092705,0.017330,3.153399,0.168603,0.177619,0.869463,0.007355,0.151294,-24.024752,0.819549,-0.864211,-0.363409,-0.303528,0.086818,-0.010779,-0.215389,0.043703,-0.114507,-0.235840,-0.023097,-0.241730,0.014495,0.007435,0.011291,0.012089,0.009203,0.009827,0.010392,0.006834,0.010213,0.013066,0.016317,0.011693,0.013244,0.055098,0.012505,0.204105,0.052577,0.028698,0.478911,0.004182,0.092693,1.095496,0.681024,0.506600,0.381557,0.370391,0.302649,0.284334,0.261829,0.267688,0.262220,0.298706,0.282704,0.295240,0.017163,0.009674,0.012119,0.016905,0.010122,0.011385,0.011825,0.007983,0.011495,0.014026,0.017675,0.014626,0.007930,laugh
0.100075,0.015636,3.087998,0.168272,0.173458,0.856921,0.011745,0.156437,-27.206351,0.652094,-0.955089,-0.182869,-0.390721,-0.022691,-0.245515,-0.351386,-0.068717,-0.189724,0.004776,0.101991,0.045283,0.008256,0.005837,0.010205,0.008236,0.014443,0.014912,0.016474,0.010360,0.013383,0.011849,0.014271,0.007297,0.018786,0.067829,0.019599,0.333198,0.067154,0.037536,0.471449,0.008290,0.109184,2.591909,0.769051,0.661611,0.493637,0.376371,0.353022,0.344919,0.339750,0.368049,0.383384,0.377244,0.303056,0.260845,0.011123,0.008736,0.011676,0.012592,0.018840,0.024923,0.019499,0.016675,0.017214,0.016322,0.019133,0.012436,0.012449,laugh
0.069994,0.014418,2.998080,0.138264,0.163658,0.559365,0.015993,0.100619,-28.923617,2.189886,-0.201947,-0.239312,-0.617478,0.119165,-0.034733,-0.013859,0.009275,-0.074367,-0.123938,-0.028228,-0.054069,0.015998,0.008989,0.025037,0.018027,0.023770,0.015314,0.016503,0.002556,0.008643,0.021719,0.020594,0.009805,0.021086,0.052721,0.018130,0.342312,0.050565,0.029240,0.531504,0.011181,0.093011,3.043466,0.788512,0.779519,0.377255,0.448191,0.319819,0.320989,0.285559,0.291799,0.254371,0.270288,0.243449,0.259061,0.018429,0.011874,0.025291,0.020086,0.032298,0.022260,0.018025,0.003786,0.012733,0.022264,0.023284,0.013818,0.011862,laugh
0.055475,0.015149,2.899129,0.121567,0.158858,0.398254,0.016553,0.073031,-28.427587,2.430294,-0.237014,-0.152120,-0.540836,0.204215,-0.103294,0.088486,-0.000048,-0.018423,-0.040444,-0.055813,-0.072830,0.019264,0.010096,0.025560,0.019561,0.017903,0.014501,0.023012,0.005274,0.011417,0.023189,0.022021,0.010225,0.021766,0.030476,0.017906,0.418023,0.032548,0.027822,0.327107,0.010056,0.051659,2.469964,0.679337,0.764124,0.424623,0.430507,0.342060,0.316016,0.262136,0.262768,0.260762,0.300525,0.273927,0.270372,0.025050,0.013782,0.026373,0.026504,0.018266,0.023018,0.021689,0.011288,0.014650,0.025118,0.020010,0.014430,0.009879,laugh
0.111079,0.024055,3.144693,0.195021,0.193720,0.921069,0.007075,0.182062,-24.358485,1.077095,-0.830869,-0.256702,-0.213520,-0.044538,-0.006073,-0.144874,-0.015587,-0.158629,-0.223903,-0.088111,-0.217975,0.019402,0.011832,0.017781,0.011922,0.011007,0.007631,0.011711,0.005958,0.007994,0.012658,0.017696,0.010484,0.015455,0.060793,0.012293,0.219328,0.062844,0.025316,0.492869,0.004479,0.122475,1.688865,0.596684,0.546157,0.344607,0.356585,0.364563,0.279187,0.296811,0.284469,0.260614,0.262108,0.269237,0.256933,0.021795,0.014052,0.016991,0.014274,0.015386,0.010308,0.012948,0.006359,0.008436,0.014886,0.016931,0.013852,0.009003,laugh
0.076138,0.009673,2.868416,0.138797,0.158823,0.590231,0.011884,0.111531,-28.434550,2.021623,-0.311603,-0.044994,-0.518811,0.182512,0.016650,-0.084451,-0.012911,0.003056,-0.006799,0.000331,0.016324,0.014858,0.007876,0.025862,0.014706,0.021323,0.013957,0.021167,0.005132,0.012031,0.017195,0.021351,0.010991,0.017551,0.050933,0.011233,0.419896,0.051791,0.029847,0.468569,0.007328,0.094144,2.865691,0.819099,0.739902,0.352782,0.477878,0.292600,0.328747,0.224326,0.269227,0.210705,0.220975,0.205233,0.209825,0.016385,0.011484,0.021062,0.017084,0.019264,0.015556,0.018353,0.008665,0.015215,0.015697,0.019176,0.016577,0.008698,laugh
0.094803,0.023259,3.142638,0.173745,0.180804,0.898945,0.006932,0.155137,-24.308989,0.904005,-0.818820,-0.374454,-0.395903,0.186557,-0.214096,-0.304635,-0.114549,-0.288458,-0.148873,0.077285,0.044407,0.014672,0.007152,0.011093,0.010629,0.010937,0.022320,0.019987,0.009623,0.009702,0.009275,0.010533,0.009177,0.015935,0.048885,0.018915,0.200661,0.046016,0.024624,0.411454,0.003994,0.084454,1.115890,0.593137,0.419450,0.359608,0.342550,0.352368,0.304190,0.266721,0.321296,0.302357,0.308915,0.288177,0.295736,0.014240,0.007641,0.011932,0.012550,0.013321,0.024129,0.021393,0.012909,0.011495,0.011152,0.011719,0.010368,0.008291,laugh
0.116551,0.020367,3.103480,0.204786,0.198372,0.935032,0.009490,0.181669,-25.066230,1.192176,-0.635705,-0.440595,-0.405410,0.113884,-0.105092,-0.126880,-0.029776,-0.391342,-0.395357,-0.274139,-0.240732,0.013829,0.016066,0.026274,0.017174,0.011283,0.008955,0.005339,0.002754,0.008236,0.008638,0.010007,0.007239,0.017405,0.099338,0.016767,0.268140,0.082626,0.029471,0.640389,0.006562,0.155812,1.663751,0.836840,0.624361,0.499493,0.412419,0.374118,0.403103,0.326602,0.290752,0.315075,0.325836,0.365346,0.390846,0.020267,0.024790,0.026732,0.023431,0.016363,0.016456,0.007270,0.004814,0.011136,0.014262,0.014632,0.012458,0.011239,laugh
0.080122,0.006087,2.990446,0.157891,0.175514,0.671805,0.009899,0.125706,-28.041084,1.748477,-0.190449,-0.246845,-0.320891,0.063009,0.058338,-0.159142,-0.026214,-0.041458,-0.055661,0.028798,-0.060480,0.011595,0.006249,0.018495,0.021615,0.022818,0.014585,0.019130,0.006578,0.011615,0.015721,0.017059,0.010354,0.017102,0.050186,0.008461,0.329867,0.059331,0.035948,0.466790,0.006221,0.101459,2.693615,0.600030,0.646436,0.453501,0.391920,0.324882,0.323341,0.269610,0.246624,0.281949,0.240172,0.226155,0.234126,0.014694,0.008363,0.018334,0.023800,0.022604,0.019052,0.014920,0.010566,0.016164,0.014532,0.017860,0.013680,0.009096,laugh
0.111295,0.013000,3.134099,0.182157,0.176990,0.940408,0.007835,0.170463,-24.598067,0.750523,-0.832966,-0.353790,-0.271346,0.074472,-0.096227,-0.118105,-0.037633,-0.137561,-0.221983,-0.020121,-0.224449,0.013830,0.009474,0.011942,0.010303,0.009953,0.010208,0.011756,0.006116,0.008375,0.012725,0.015738,0.010222,0.013444,0.070910,0.009063,0.224827,0.063353,0.029564,0.501211,0.004731,0.105794,1.326116,0.767437,0.582916,0.462913,0.400470,0.327018,0.304698,0.296313,0.262212,0.316268,0.311221,0.282354,0.303824,0.015595,0.012326,0.013943,0.014803,0.011052,0.012527,0.015573,0.007345,0.010605,0.016785,0.021795,0.012434,0.008658,laugh
0.089240,0.020107,3.004520,0.166719,0.173907,0.869328,0.013904,0.143944,-26.185862,0.419196,-0.775049,-0.391944,-0.431752,-0.097277,-0.439725,-0.331718,-0.032251,-0.024658,0.100338,0.077924,-0.021663,0.009411,0.009734,0.009577,0.009855,0.007373,0.009416,0.016821,0.008951,0.016043,0.016845,0.013179,0.009418,0.020083,0.047048,0.021020,0.351334,0.050264,0.036578,0.420636,0.009033,0.085399,2.022931,0.821199,0.725474,0.598247,0.411226,0.411384,0.362962,0.388199,0.379911,0.473262,0.405972,0.385250,0.316687,0.014638,0.016148,0.016627,0.018604,0.013640,0.015361,0.027747,0.019056,0.025623,0.028417,0.019436,0.013414,0.013205,laugh
0.073574,0.010759,3.079962,0.143352,0.165639,0.597009,0.012148,0.106744,-25.934096,1.216046,-0.888535,-0.269576,-0.509764,0.000946,-0.205712,-0.238969,-0.165100,-0.058339,-0.193744,-0.018616,-0.143709,0.014696,0.008926,0.014625,0.013138,0.014017,0.016340,0.016810,0.006619,0.012165,0.012428,0.015920,0.011760,0.017927,0.040339,0.010895,0.244731,0.045958,0.034135,0.375334,0.008277,0.068651,1.416036,0.676360,0.638148,0.453809,0.343685,0.448719,0.290696,0.336996,0.291660,0.354769,0.316646,0.332068,0.318555,0.018899,0.013802,0.018980,0.017597,0.018955,0.023892,0.021256,0.007184,0.014522,0.014317,0.021606,0.019026,0.010145,laugh
0.114975,0.019773,3.159834,0.192854,0.185854,1.020844,0.008401,0.198206,-24.631579,1.016484,-0.562095,-0.299093,-0.322404,-0.047576,0.078236,-0.102567,-0.104704,-0.101525,-0.207332,0.022427,-0.075128,0.013573,0.006384,0.012769,0.016545,0.016316,0.009320,0.012934,0.005872,0.009141,0.014476,0.012159,0.007177,0.015514,0.081571,0.014491,0.217302,0.075839,0.033372,0.638560,0.006009,0.146303,1.406799,0.714472,0.684050,0.450602,0.420731,0.382686,0.334082,0.295465,0.340303,0.305338,0.340119,0.300799,0.316992,0.018778,0.008651,0.014850,0.025973,0.020614,0.012587,0.017474,0.008848,0.011989,0.018338,0.013167,0.008587,0.009764,laugh
0.096460,0.023088,2.979484,0.167989,0.167502,0.866560,0.014568,0.158075,-26.256353,0.533598,-0.812303,-0.334253,-0.388813,-0.137601,-0.396776,-0.377794,-0.081466,0.036075,0.165797,0.118108,-0.006180,0.008103,0.006452,0.007344,0.006495,0.010157,0.014131,0.015113,0.010825,0.016802,0.014149,0.012612,0.011971,0.018785,0.069678,0.028066,0.419815,0.071430,0.040280,0.519895,0.010332,0.126628,2.300078,0.830229,0.782655,0.648146,0.459210,0.437762,0.383357,0.362741,0.384880,0.474385,0.382847,0.356496,0.345245,0.011604,0.011714,0.012311,0.011364,0.018296,0.023605,0.020269,0.019363,0.025143,0.019748,0.017694,0.018095,0.012120,laugh
0.081113,0.014226,3.019617,0.158326,0.186516,0.679016,0.011722,0.116806,-28.248874,1.858875,-0.339883,0.177742,-0.029117,0.175832,-0.295777,-0.072058,-0.128610,-0.122255,-0.175627,-0.058152,-0.249988,0.026674,0.006388,0.028461,0.019774,0.016032,0.010815,0.020004,0.005991,0.006999,0.019225,0.020995,0.008322,0.020401,0.052240,0.014979,0.398332,0.055098,0.032167,0.521604,0.008983,0.087358,2.599953,0.993634,0.705544,0.449874,0.361293,0.328963,0.281348,0.304642,0.272975,0.275369,0.295991,0.295957,0.301225,0.030376,0.007883,0.027717,0.026866,0.017294,0.013781,0.021718,0.009317,0.010697,0.024995,0.024625,0.011009,0.012358,laugh
0.087370,0.018653,3.070115,0.151558,0.159372,0.747255,0.010030,0.141212,-25.709567,1.472489,-0.165409,-0.282424,-0.287887,-0.053838,-0.021823,-0.192480,-0.095067,-0.086372,-0.213109,-0.024165,-0.096316,0.012070,0.005894,0.019515,0.020952,0.024057,0.012545,0.018095,0.005367,0.013337,0.015193,0.016414,0.008554,0.020012,0.064568,0.019244,0.340465,0.061000,0.035044,0.475508,0.006156,0.105746,2.110263,0.571756,0.645720,0.423498,0.427847,0.349969,0.291431,0.280256,0.279931,0.309029,0.279979,0.278420,0.268851,0.015084,0.008028,0.021211,0.027914,0.031850,0.016846,0.021008,0.007755,0.017332,0.015364,0.020458,0.014003,0.012260,laugh
0.081073,0.006728,2.978181,0.162033,0.183378,0.574582,0.009213,0.117656,-29.058396,2.173034,-0.061155,-0.156035,-0.130744,-0.009378,0.025094,-0.088028,0.025646,0.043501,-0.014599,0.071516,-0.012324,0.013490,0.006377,0.024575,0.015122,0.031333,0.015305,0.028753,0.003573,0.012331,0.015937,0.018583,0.007696,0.018575,0.060038,0.008725,0.353638,0.070617,0.040741,0.494762,0.006066,0.108711,3.466500,0.724998,0.655795,0.436190,0.393753,0.319671,0.301278,0.294479,0.258953,0.240337,0.235079,0.221694,0.160145,0.013490,0.007978,0.025337,0.017878,0.027771,0.017670,0.024732,0.004380,0.013995,0.015100,0.017251,0.007603,0.009351,laugh
0.073568,0.010176,3.069922,0.150368,0.176882,0.664903,0.015240,0.109131,-26.708440,1.062507,-0.857328,-0.317668,-0.669532,-0.147703,-0.316133,-0.235734,-0.019279,0.055457,0.010863,0.087857,-0.069868,0.013223,0.009375,0.009667,0.009220,0.018474,0.018231,0.016410,0.003823,0.014607,0.012369,0.017439,0.012684,0.019716,0.040659,0.012628,0.308329,0.043403,0.031793,0.421632,0.010721,0.067728,1.726820,0.886069,0.603156,0.499456,0.371580,0.419366,0.440711,0.403057,0.389559,0.428111,0.321041,0.312086,0.258490,0.019971,0.014877,0.014197,0.014166,0.028160,0.029129,0.023281,0.005154,0.018545,0.015599,0.025143,0.017686,0.013525,laugh
0.090281,0.015000,2.913917,0.162422,0.170905,0.739153,0.016968,0.149281,-27.217902,0.920470,-0.785630,-0.416133,-0.491028,-0.039507,-0.367752,-0.346642,-0.300230,-0.087166,0.173125,0.307509,0.108502,0.009476,0.008859,0.005728,0.007281,0.014303,0.024881,0.030917,0.013494,0.015357,0.009181,0.010306,0.007585,0.023090,0.074596,0.021607,0.450352,0.077115,0.043721,0.530803,0.011799,0.131372,2.918329,0.952350,0.831698,0.625829,0.467702,0.498228,0.381612,0.360678,0.446956,0.377435,0.391939,0.359133,0.309090,0.016745,0.017984,0.006651,0.014331,0.022433,0.034826,0.039162,0.023820,0.022919,0.013477,0.016986,0.012232,0.015147,laugh
0.068768,0.013421,3.008567,0.131951,0.155858,0.541051,0.013642,0.098419,-27.346903,1.777986,-0.626902,-0.078157,-0.434028,-0.024996,-0.089430,-0.032029,0.018390,-0.155288,-0.033187,-0.065793,-0.111704,0.013891,0.011663,0.018882,0.017296,0.014080,0.011604,0.018225,0.004758,0.015798,0.016005,0.014272,0.009792,0.018632,0.036346,0.014211,0.310405,0.036622,0.028864,0.398648,0.009747,0.066020,2.203280,0.786263,0.756676,0.404046,0.399327,0.335941,0.352209,0.280352,0.257356,0.304467,0.266639,0.245397,0.252091,0.016271,0.014502,0.018444,0.020179,0.018267,0.015896,0.024822,0.008057,0.023125,0.020746,0.015467,0.015845,0.010429,laugh
0.106445,0.008763,3.057192,0.185878,0.193696,0.880155,0.011787,0.164656,-27.361660,1.529845,-0.246373,-0.112094,-0.429824,0.217534,-0.227934,-0.052370,-0.011417,-0.048312,-0.112738,0.030325,-0.105144,0.015966,0.007901,0.015406,0.009999,0.013964,0.013159,0.023166,0.006719,0.010994,0.015927,0.020519,0.008648,0.019277,0.085638,0.010165,0.297491,0.084445,0.030971,0.691323,0.009284,0.153605,2.282563,0.981197,0.734809,0.421778,0.416460,0.377128,0.297870,0.276975,0.243218,0.240139,0.242622,0.200893,0.243302,0.021563,0.014565,0.018181,0.012992,0.020094,0.020326,0.025946,0.008724,0.017633,0.017911,0.027506,0.012840,0.011988,laugh
0.093033,0.004113,2.958337,0.174377,0.191672,0.674725,0.009178,0.136794,-31.071457,2.216476,0.182231,-0.107052,-0.255744,0.099205,0.052250,-0.113033,0.035987,0.036388,0.012724,0.043793,-0.065587,0.019738,0.006050,0.032724,0.014223,0.028283,0.014868,0.027106,0.003805,0.011520,0.013283,0.019933,0.009459,0.017957,0.070949,0.006419,0.331617,0.078526,0.041278,0.611273,0.006355,0.140341,2.832680,0.820901,0.675097,0.445283,0.392275,0.319232,0.298489,0.243092,0.230674,0.194950,0.228591,0.232815,0.205019,0.020168,0.008575,0.029683,0.013239,0.023185,0.014088,0.021200,0.005535,0.012047,0.010437,0.015505,0.011308,0.008164,laugh
0.072101,0.006293,3.120509,0.143982,0.172178,0.609738,0.014534,0.113262,-27.336947,1.574338,-0.733955,-0.410909,-0.410160,-0.040099,-0.304336,-0.126026,-0.199363,-0.047602,-0.270817,-0.064809,-0.201802,0.019320,0.011787,0.018560,0.016215,0.014758,0.016063,0.011079,0.007006,0.010645,0.013095,0.020146,0.011330,0.020786,0.045305,0.007554,0.262560,0.051672,0.036714,0.500163,0.010076,0.090292,2.008413,0.894172,0.738771,0.478928,0.426434,0.401036,0.397118,0.362133,0.335291,0.337852,0.341659,0.355016,0.345293,0.025575,0.018802,0.022383,0.020698,0.021809,0.024540,0.014222,0.012296,0.013750,0.016210,0.029387,0.014869,0.012298,laugh
